EmployeeNumber,Age,Attrition,DistanceFromHome,Gender,MaritalStatus,BT_ID,E_ID,EmployeeFinances_ID,D_ID,JR_ID,Experience_ID,Assessment_ID
923,21,Yes,18,Female,Single,BT002,E001,EF0664,D002,JR002,E0664,A0664
924,36,No,14,Male,Married,BT002,E001,EF0665,D002,JR014,E0665,A0665
925,47,No,2,Female,Single,BT002,E004,EF0666,D003,JR007,E0666,A0666
926,22,Yes,3,Female,Married,BT002,E001,EF0667,D002,JR013,E0667,A0667
927,41,Yes,2,Female,Divorced,BT002,E004,EF0668,D002,JR003,E0668,A0668
930,28,No,9,Female,Divorced,BT002,E003,EF0669,D002,JR002,E0669,A0669
932,39,Yes,6,Male,Married,BT002,E003,EF0670,D002,JR003,E0670,A0670
933,27,No,4,Female,Single,BT002,E003,EF0671,D002,JR002,E0671,A0671
934,34,No,10,Male,Divorced,BT002,E003,EF0672,D002,JR003,E0672,A0672
936,42,No,14,Female,Single,BT002,E002,EF0673,D003,JR010,E0673,A0673
939,33,No,1,Male,Single,BT002,E004,EF0674,D002,JR002,E0674,A0674
940,58,No,5,Female,Divorced,BT002,E003,EF0675,D002,JR023,E0675,A0675
941,31,No,7,Male,Married,BT002,E004,EF0676,D003,JR007,E0676,A0676
942,35,No,21,Female,Married,BT002,E001,EF0677,D002,JR014,E0677,A0677
944,49,No,8,Female,Married,BT002,E002,EF0678,D002,JR021,E0678,A0678
945,48,No,20,Male,Married,BT002,E004,EF0679,D002,JR002,E0679,A0679
947,31,No,20,Female,Married,BT001,E002,EF0680,D003,JR010,E0680,A0680
949,36,No,7,Male,Single,BT002,E004,EF0681,D002,JR002,E0681,A0681
950,38,No,1,Female,Married,BT002,E003,EF0682,D002,JR027,E0682,A0682
951,32,No,1,Female,Married,BT001,E003,EF0683,D002,JR003,E0683,A0683
952,25,Yes,19,Male,Married,BT002,E002,EF0684,D003,JR007,E0684,A0684
954,40,No,10,Male,Divorced,BT002,E004,EF0685,D003,JR019,E0685,A0685
956,26,No,1,Male,Single,BT003,E003,EF0686,D003,JR010,E0686,A0686
957,41,No,6,Male,Single,BT002,E003,EF0687,D002,JR003,E0687,A0687
958,36,No,2,Male,Single,BT002,E004,EF0688,D002,JR003,E0688,A0688
959,19,Yes,21,Male,Single,BT002,E003,EF0689,D003,JR007,E0689,A0689
960,20,Yes,4,Male,Single,BT002,E003,EF0690,D002,JR003,E0690,A0690
961,31,No,12,Female,Married,BT002,E003,EF0691,D002,JR014,E0691,A0691
964,40,No,9,Male,Divorced,BT003,E004,EF0692,D002,JR002,E0692,A0692
966,32,No,3,Female,Married,BT002,E004,EF0693,D002,JR013,E0693,A0693
967,36,Yes,3,Male,Married,BT002,E001,EF0694,D003,JR019,E0694,A0694
969,33,No,1,Female,Single,BT002,E003,EF0695,D002,JR014,E0695,A0695
970,37,Yes,1,Male,Married,BT002,E004,EF0696,D003,JR019,E0696,A0696
972,45,No,4,Male,Married,BT001,E002,EF0697,D002,JR012,E0697,A0697
974,29,No,20,Female,Married,BT003,E003,EF0698,D003,JR007,E0698,A0698
975,35,No,18,Female,Married,BT002,E003,EF0699,D003,JR010,E0699,A0699
976,52,No,1,Male,Married,BT002,E002,EF0700,D002,JR033,E0700,A0700
977,58,Yes,2,Male,Single,BT002,E003,EF0701,D002,JR002,E0701,A0701
981,53,No,2,Male,Divorced,BT002,E002,EF0702,D003,JR033,E0702,A0702
982,30,No,8,Male,Divorced,BT002,E002,EF0703,D003,JR019,E0703,A0703
983,38,No,10,Female,Single,BT001,E003,EF0704,D003,JR010,E0704,A0704
984,35,No,3,Male,Divorced,BT002,E004,EF0705,D003,JR019,E0705,A0705
985,39,No,2,Male,Single,BT002,E005,EF0706,D003,JR019,E0706,A0706
986,40,Yes,24,Female,Single,BT001,E003,EF0707,D003,JR028,E0707,A0707
987,47,No,16,Male,Divorced,BT003,E004,EF0708,D002,JR013,E0708,A0708
990,36,No,8,Male,Divorced,BT001,E004,EF0709,D003,JR010,E0709,A0709
991,31,Yes,9,Male,Single,BT001,E002,EF0710,D002,JR002,E0710,A0710
992,33,No,17,Male,Single,BT001,E003,EF0711,D003,JR033,E0711,A0711
994,29,Yes,10,Female,Single,BT002,E003,EF0712,D002,JR002,E0712,A0712
995,33,No,13,Female,Single,BT002,E001,EF0713,D002,JR002,E0713,A0713
996,45,No,1,Female,Divorced,BT002,E004,EF0714,D002,JR003,E0714,A0714
997,50,No,1,Male,Divorced,BT002,E002,EF0715,D002,JR036,E0715,A0715
998,33,No,1,Female,Married,BT003,E004,EF0716,D002,JR014,E0716,A0716
999,41,No,9,Male,Divorced,BT003,E003,EF0717,D002,JR045,E0717,A0717
1001,27,No,16,Female,Married,BT002,E004,EF0718,D002,JR003,E0718,A0718
1002,45,No,23,Male,Married,BT001,E002,EF0719,D002,JR012,E0719,A0719
1003,47,No,4,Female,Single,BT002,E002,EF0720,D003,JR010,E0720,A0720
1004,30,Yes,22,Female,Married,BT002,E003,EF0721,D002,JR002,E0721,A0721
1005,50,No,24,Male,Married,BT002,E003,EF0722,D002,JR031,E0722,A0722
1006,38,No,10,Male,Married,BT003,E001,EF0723,D002,JR002,E0723,A0723
1007,46,No,7,Male,Divorced,BT002,E002,EF0724,D002,JR022,E0724,A0724
1009,24,No,17,Female,Divorced,BT002,E001,EF0725,D002,JR013,E0725,A0725
1010,35,Yes,14,Male,Divorced,BT002,E004,EF0726,D002,JR003,E0726,A0726
1011,31,No,1,Female,Married,BT003,E001,EF0727,D002,JR013,E0727,A0727
1012,18,No,5,Male,Single,BT001,E002,EF0728,D002,JR002,E0728,A0728
1013,54,No,17,Female,Married,BT002,E003,EF0729,D002,JR022,E0729,A0729
1014,35,No,25,Female,Divorced,BT002,E004,EF0730,D002,JR023,E0730,A0730
1015,30,No,8,Female,Married,BT002,E002,EF0731,D002,JR027,E0731,A0731
1016,20,Yes,11,Female,Single,BT002,E003,EF0732,D002,JR002,E0732,A0732
1017,30,Yes,5,Female,Single,BT003,E003,EF0733,D002,JR003,E0733,A0733
1018,26,No,2,Male,Married,BT002,E002,EF0734,D002,JR013,E0734,A0734
1019,22,No,8,Male,Married,BT002,E001,EF0735,D002,JR003,E0735,A0735
1022,48,No,6,Male,Single,BT002,E003,EF0736,D002,JR014,E0736,A0736
1024,48,No,4,Male,Single,BT002,E004,EF0737,D002,JR023,E0737,A0737
1025,41,No,7,Female,Single,BT002,E002,EF0738,D002,JR013,E0738,A0738
1026,39,No,1,Female,Married,BT002,E001,EF0739,D002,JR031,E0739,A0739
1027,27,No,2,Female,Married,BT002,E004,EF0740,D002,JR013,E0740,A0740
1028,35,No,10,Male,Divorced,BT002,E003,EF0741,D002,JR003,E0741,A0741
1029,42,No,5,Male,Married,BT002,E002,EF0742,D003,JR042,E0742,A0742
1030,50,No,9,Male,Married,BT002,E003,EF0743,D002,JR003,E0743,A0743
1032,59,No,2,Female,Single,BT002,E003,EF0744,D002,JR031,E0744,A0744
1033,37,Yes,11,Female,Married,BT002,E002,EF0745,D002,JR014,E0745,A0745
1034,55,No,18,Male,Married,BT003,E004,EF0746,D002,JR014,E0746,A0746
1035,41,No,7,Female,Divorced,BT001,E001,EF0747,D002,JR045,E0747,A0747
1036,38,No,3,Male,Single,BT002,E004,EF0748,D003,JR010,E0748,A0748
1037,26,Yes,29,Male,Single,BT001,E002,EF0749,D003,JR010,E0749,A0749
1038,52,Yes,2,Female,Married,BT002,E001,EF0750,D003,JR042,E0750,A0750
1039,44,No,28,Female,Married,BT002,E003,EF0751,D003,JR028,E0751,A0751
1040,50,No,1,Female,Married,BT001,E003,EF0752,D003,JR010,E0752,A0752
1042,36,Yes,16,Female,Single,BT002,E004,EF0753,D002,JR003,E0753,A0753
1043,39,No,22,Female,Single,BT003,E003,EF0754,D002,JR022,E0754,A0754
1044,33,No,8,Female,Single,BT001,E001,EF0755,D003,JR007,E0755,A0755
1045,45,No,11,Female,Married,BT002,E002,EF0756,D003,JR033,E0756,A0756
1046,32,No,29,Female,Single,BT001,E004,EF0757,D002,JR003,E0757,A0757
1047,34,No,1,Male,Divorced,BT002,E004,EF0758,D003,JR010,E0758,A0758
1048,59,No,1,Male,Married,BT002,E002,EF0759,D003,JR024,E0759,A0759
1049,45,No,24,Male,Single,BT002,E004,EF0760,D001,JR008,E0760,A0760
1050,53,No,2,Female,Married,BT003,E003,EF0761,D003,JR019,E0761,A0761
1052,36,Yes,15,Male,Divorced,BT002,E003,EF0762,D002,JR012,E0762,A0762
1053,26,Yes,2,Male,Married,BT003,E003,EF0763,D002,JR002,E0763,A0763
1055,34,No,10,Female,Married,BT002,E004,EF0764,D003,JR007,E0764,A0764
1056,28,No,10,Male,Married,BT002,E001,EF0765,D003,JR007,E0765,A0765
1060,38,No,3,Male,Married,BT003,E004,EF0766,D002,JR002,E0766,A0766
1061,50,No,2,Male,Married,BT002,E004,EF0767,D002,JR045,E0767,A0767
1062,37,No,3,Female,Single,BT002,E003,EF0768,D002,JR014,E0768,A0768
1066,40,No,26,Male,Married,BT002,E003,EF0769,D003,JR010,E0769,A0769
1068,26,No,1,Female,Divorced,BT003,E001,EF0770,D002,JR002,E0770,A0770
1069,46,No,1,Male,Divorced,BT002,E004,EF0771,D002,JR045,E0771,A0771
1070,54,No,2,Female,Married,BT002,E004,EF0772,D003,JR019,E0772,A0772
1071,56,No,9,Female,Married,BT003,E003,EF0773,D002,JR002,E0773,A0773
1073,36,No,12,Female,Single,BT002,E005,EF0774,D002,JR022,E0774,A0774
1074,55,No,2,Male,Single,BT001,E001,EF0775,D002,JR033,E0775,A0775
1076,43,No,25,Male,Divorced,BT002,E003,EF0776,D003,JR019,E0776,A0776
1077,20,Yes,9,Female,Single,BT003,E003,EF0777,D003,JR007,E0777,A0777
1079,21,Yes,10,Female,Single,BT002,E003,EF0778,D002,JR003,E0778,A0778
1080,46,No,8,Female,Divorced,BT002,E004,EF0779,D002,JR011,E0779,A0779
1081,51,Yes,4,Male,Married,BT002,E004,EF0780,D002,JR002,E0780,A0780
1082,28,Yes,24,Male,Single,BT001,E002,EF0781,D002,JR023,E0781,A0781
1083,26,No,1,Male,Married,BT002,E002,EF0782,D002,JR003,E0782,A0782
1084,30,No,20,Male,Married,BT002,E003,EF0783,D002,JR013,E0783,A0783
1085,41,No,7,Female,Married,BT002,E002,EF0784,D002,JR002,E0784,A0784
1088,38,No,17,Female,Married,BT002,E001,EF0785,D002,JR023,E0785,A0785
1092,40,No,20,Male,Married,BT002,E004,EF0786,D002,JR023,E0786,A0786
1094,27,No,8,Male,Married,BT001,E005,EF0787,D002,JR003,E0787,A0787
1096,55,No,2,Male,Married,BT003,E001,EF0788,D002,JR022,E0788,A0788
1097,28,No,10,Female,Single,BT002,E003,EF0789,D002,JR011,E0789,A0789
1098,44,Yes,1,Male,Married,BT002,E002,EF0790,D001,JR026,E0790,A0790
1099,33,No,5,Male,Divorced,BT002,E003,EF0791,D002,JR023,E0791,A0791
1100,35,Yes,4,Male,Single,BT002,E003,EF0792,D003,JR019,E0792,A0792
1101,33,Yes,29,Female,Single,BT003,E004,EF0793,D002,JR011,E0793,A0793
1102,28,No,15,Male,Divorced,BT002,E002,EF0794,D002,JR003,E0794,A0794
1103,34,No,3,Male,Single,BT003,E001,EF0795,D002,JR014,E0795,A0795
1105,37,No,10,Female,Divorced,BT002,E004,EF0796,D003,JR010,E0796,A0796
1106,25,Yes,4,Male,Married,BT002,E001,EF0797,D002,JR003,E0797,A0797
1107,26,Yes,21,Male,Divorced,BT002,E003,EF0798,D002,JR003,E0798,A0798
1108,33,Yes,25,Male,Single,BT002,E003,EF0799,D002,JR002,E0799,A0799
1109,42,No,2,Male,Married,BT002,E002,EF0800,D002,JR033,E0800,A0800
1111,28,Yes,1,Male,Divorced,BT003,E003,EF0801,D002,JR003,E0801,A0801
1113,50,Yes,1,Male,Single,BT003,E004,EF0802,D003,JR010,E0802,A0802
1114,33,No,7,Female,Married,BT003,E003,EF0803,D003,JR010,E0803,A0803
1115,34,No,3,Male,Married,BT001,E004,EF0804,D002,JR002,E0804,A0804
1116,48,No,1,Male,Single,BT001,E004,EF0805,D002,JR033,E0805,A0805
1117,45,No,9,Female,Married,BT001,E004,EF0806,D003,JR010,E0806,A0806
1118,52,No,7,Male,Single,BT002,E004,EF0807,D002,JR023,E0807,A0807
1119,38,No,10,Male,Divorced,BT002,E004,EF0808,D003,JR019,E0808,A0808
1120,29,No,28,Female,Divorced,BT002,E004,EF0809,D002,JR002,E0809,A0809
1121,28,No,3,Female,Divorced,BT002,E003,EF0810,D002,JR022,E0810,A0810
1124,46,No,3,Male,Married,BT002,E001,EF0811,D003,JR033,E0811,A0811
1125,38,No,2,Male,Single,BT002,E002,EF0812,D003,JR019,E0812,A0812
1126,43,No,27,Female,Married,BT003,E003,EF0813,D002,JR022,E0813,A0813
1127,39,Yes,2,Male,Divorced,BT003,E003,EF0814,D002,JR032,E0814,A0814
1128,40,No,14,Male,Single,BT002,E003,EF0815,D002,JR045,E0815,A0815
1131,21,No,1,Female,Single,BT002,E001,EF0816,D002,JR002,E0816,A0816
1132,39,No,9,Male,Single,BT001,E003,EF0817,D002,JR012,E0817,A0817
1133,36,No,18,Male,Single,BT001,E004,EF0818,D002,JR013,E0818,A0818
1135,31,No,20,Male,Married,BT003,E003,EF0819,D003,JR007,E0819,A0819
1136,28,No,2,Male,Married,BT002,E001,EF0820,D002,JR002,E0820,A0820
1137,35,No,11,Male,Divorced,BT003,E002,EF0821,D003,JR010,E0821,A0821
1138,49,No,8,Male,Married,BT002,E004,EF0822,D003,JR028,E0822,A0822
1140,34,No,2,Male,Single,BT003,E002,EF0823,D002,JR013,E0823,A0823
1143,29,No,10,Female,Divorced,BT003,E003,EF0824,D002,JR002,E0824,A0824
1148,42,No,29,Male,Single,BT002,E003,EF0825,D002,JR012,E0825,A0825
1150,29,No,8,Male,Married,BT002,E001,EF0826,D002,JR013,E0826,A0826
1152,38,No,1,Male,Married,BT002,E003,EF0827,D001,JR008,E0827,A0827
1154,28,No,6,Male,Divorced,BT003,E003,EF0828,D002,JR002,E0828,A0828
1156,18,Yes,8,Male,Single,BT001,E001,EF0829,D002,JR003,E0829,A0829
1157,33,Yes,9,Female,Single,BT002,E004,EF0830,D003,JR010,E0830,A0830
1158,41,No,12,Male,Married,BT002,E004,EF0831,D002,JR003,E0831,A0831
1160,31,Yes,15,Male,Married,BT003,E003,EF0832,D002,JR003,E0832,A0832
1161,37,No,25,Female,Divorced,BT002,E002,EF0833,D002,JR014,E0833,A0833
1162,27,No,6,Male,Married,BT002,E003,EF0834,D002,JR002,E0834,A0834
1163,34,No,9,Female,Married,BT002,E001,EF0835,D003,JR010,E0835,A0835
1164,35,No,8,Male,Single,BT002,E004,EF0836,D001,JR008,E0836,A0836
1165,29,Yes,23,Female,Married,BT002,E001,EF0837,D003,JR019,E0837,A0837
1166,40,No,9,Female,Single,BT003,E004,EF0838,D002,JR027,E0838,A0838
1167,42,Yes,12,Male,Single,BT003,E003,EF0839,D003,JR028,E0839,A0839
1171,42,No,4,Male,Single,BT002,E004,EF0840,D003,JR010,E0840,A0840
1172,35,No,1,Male,Married,BT002,E004,EF0841,D002,JR003,E0841,A0841
1173,24,No,24,Male,Single,BT002,E003,EF0842,D002,JR003,E0842,A0842
1175,28,Yes,12,Female,Married,BT002,E001,EF0843,D002,JR003,E0843,A0843
1177,26,No,3,Male,Married,BT002,E004,EF0844,D002,JR003,E0844,A0844
1179,30,No,10,Male,Married,BT002,E003,EF0845,D003,JR010,E0845,A0845
1180,40,No,26,Female,Married,BT003,E002,EF0846,D002,JR011,E0846,A0846
1182,35,No,2,Male,Divorced,BT002,E003,EF0847,D002,JR022,E0847,A0847
1184,34,No,1,Male,Single,BT003,E003,EF0848,D002,JR014,E0848,A0848
1185,35,No,4,Male,Married,BT003,E004,EF0849,D002,JR003,E0849,A0849
1188,43,Yes,9,Female,Single,BT002,E003,EF0850,D003,JR010,E0850,A0850
1190,32,No,2,Female,Divorced,BT001,E001,EF0851,D003,JR007,E0851,A0851
1191,56,No,4,Female,Divorced,BT002,E004,EF0852,D002,JR042,E0852,A0852
1192,29,No,6,Female,Married,BT002,E001,EF0853,D002,JR003,E0853,A0853
1193,19,No,9,Male,Single,BT002,E002,EF0854,D002,JR002,E0854,A0854
1195,45,No,7,Female,Married,BT002,E003,EF0855,D002,JR002,E0855,A0855
1196,37,No,1,Female,Married,BT002,E003,EF0856,D002,JR013,E0856,A0856
1198,20,No,3,Male,Single,BT002,E003,EF0857,D002,JR003,E0857,A0857
1200,44,Yes,10,Male,Single,BT002,E004,EF0858,D002,JR002,E0858,A0858
1201,53,No,7,Female,Divorced,BT002,E002,EF0859,D002,JR042,E0859,A0859
1202,29,No,15,Female,Married,BT002,E001,EF0860,D002,JR002,E0860,A0860
1203,22,Yes,3,Male,Married,BT003,E004,EF0861,D002,JR002,E0861,A0861
1204,46,No,2,Female,Married,BT002,E003,EF0862,D003,JR033,E0862,A0862
1206,44,No,17,Male,Single,BT001,E003,EF0863,D002,JR002,E0863,A0863
1207,33,No,2,Male,Married,BT002,E003,EF0864,D001,JR008,E0864,A0864
1210,41,Yes,5,Male,Divorced,BT001,E002,EF0865,D002,JR002,E0865,A0865
1211,30,No,29,Male,Divorced,BT002,E004,EF0866,D003,JR010,E0866,A0866
1212,40,No,2,Male,Married,BT003,E004,EF0867,D003,JR010,E0867,A0867
1215,50,No,2,Female,Married,BT003,E003,EF0868,D002,JR033,E0868,A0868
1216,28,No,19,Male,Married,BT002,E004,EF0869,D002,JR003,E0869,A0869
1217,46,No,15,Male,Married,BT002,E002,EF0870,D002,JR045,E0870,A0870
1218,35,No,17,Male,Married,BT002,E004,EF0871,D003,JR010,E0871,A0871
1219,24,Yes,17,Female,Married,BT002,E002,EF0872,D002,JR003,E0872,A0872
1220,33,No,25,Female,Married,BT003,E003,EF0873,D003,JR010,E0873,A0873
1221,36,No,6,Male,Divorced,BT002,E004,EF0874,D002,JR003,E0874,A0874
1224,30,No,7,Male,Divorced,BT002,E004,EF0875,D002,JR012,E0875,A0875
1225,44,No,29,Male,Single,BT002,E004,EF0876,D002,JR011,E0876,A0876
1226,20,No,21,Male,Single,BT002,E003,EF0877,D003,JR007,E0877,A0877
1228,46,No,2,Male,Divorced,BT002,E004,EF0878,D002,JR013,E0878,A0878
1231,42,No,2,Male,Married,BT001,E005,EF0879,D001,JR017,E0879,A0879
1233,60,No,7,Male,Divorced,BT002,E004,EF0880,D003,JR010,E0880,A0880
1234,32,No,13,Female,Married,BT003,E003,EF0881,D002,JR003,E0881,A0881
1235,32,No,2,Female,Single,BT003,E002,EF0882,D002,JR011,E0882,A0882
1237,36,No,1,Female,Divorced,BT002,E003,EF0883,D002,JR022,E0883,A0883
1238,33,No,9,Male,Married,BT002,E003,EF0884,D002,JR002,E0884,A0884
1239,40,No,10,Female,Divorced,BT002,E003,EF0885,D003,JR010,E0885,A0885
1240,25,No,10,Male,Single,BT002,E004,EF0886,D003,JR010,E0886,A0886
1241,30,No,1,Male,Married,BT002,E003,EF0887,D002,JR002,E0887,A0887
1242,42,No,26,Female,Married,BT003,E005,EF0888,D002,JR027,E0888,A0888
1243,35,No,8,Female,Married,BT001,E002,EF0889,D003,JR019,E0889,A0889
1244,27,No,14,Male,Married,BT002,E003,EF0890,D002,JR002,E0890,A0890
1245,54,No,1,Female,Divorced,BT003,E004,EF0891,D002,JR022,E0891,A0891
1246,44,No,2,Female,Married,BT002,E001,EF0892,D002,JR002,E0892,A0892
1248,19,Yes,10,Female,Single,BT001,E003,EF0893,D002,JR002,E0893,A0893
1249,29,No,1,Female,Divorced,BT002,E003,EF0894,D002,JR002,E0894,A0894
1250,54,No,3,Male,Married,BT002,E003,EF0895,D002,JR036,E0895,A0895
1251,31,No,11,Male,Married,BT002,E002,EF0896,D002,JR014,E0896,A0896
1252,31,No,24,Female,Single,BT002,E003,EF0897,D002,JR014,E0897,A0897
1254,59,No,3,Female,Single,BT002,E003,EF0898,D003,JR010,E0898,A0898
1255,43,No,3,Male,Married,BT002,E003,EF0899,D002,JR045,E0899,A0899
1256,49,No,4,Male,Married,BT002,E002,EF0900,D002,JR042,E0900,A0900
1257,36,No,3,Male,Married,BT003,E003,EF0901,D002,JR002,E0901,A0901
1258,48,No,2,Male,Single,BT002,E002,EF0902,D002,JR003,E0902,A0902
1259,27,No,4,Male,Divorced,BT002,E002,EF0903,D002,JR002,E0903,A0903
1260,29,No,7,Male,Divorced,BT002,E003,EF0904,D002,JR014,E0904,A0904
1263,48,No,1,Male,Single,BT002,E003,EF0905,D002,JR045,E0905,A0905
1264,29,No,1,Female,Divorced,BT002,E003,EF0906,D002,JR036,E0906,A0906
1265,34,No,20,Female,Married,BT002,E003,EF0907,D002,JR002,E0907,A0907
1267,44,No,5,Male,Married,BT002,E003,EF0908,D003,JR042,E0908,A0908
1268,33,No,10,Male,Divorced,BT002,E005,EF0909,D003,JR019,E0909,A0909
1269,19,No,25,Female,Single,BT002,E003,EF0910,D002,JR002,E0910,A0910
1270,23,No,1,Male,Married,BT002,E002,EF0911,D002,JR002,E0911,A0911
1273,25,Yes,24,Male,Single,BT003,E001,EF0912,D003,JR007,E0912,A0912
1275,26,No,4,Male,Single,BT002,E002,EF0913,D002,JR002,E0913,A0913
1277,45,Yes,2,Female,Single,BT002,E003,EF0914,D003,JR042,E0914,A0914
1278,55,No,8,Male,Divorced,BT001,E001,EF0915,D002,JR032,E0915,A0915
1279,21,Yes,10,Female,Single,BT003,E002,EF0916,D002,JR003,E0916,A0916
1280,46,No,4,Female,Married,BT002,E002,EF0917,D003,JR042,E0917,A0917
1281,34,No,2,Female,Single,BT002,E003,EF0918,D003,JR010,E0918,A0918
1282,51,No,9,Male,Divorced,BT003,E003,EF0919,D003,JR042,E0919,A0919
1283,59,No,18,Male,Single,BT002,E004,EF0920,D002,JR022,E0920,A0920
1285,34,No,19,Female,Divorced,BT003,E003,EF0921,D002,JR012,E0921,A0921
1286,28,No,1,Male,Single,BT003,E004,EF0922,D002,JR003,E0922,A0922
1288,44,No,4,Male,Divorced,BT002,E002,EF0923,D002,JR042,E0923,A0923
1289,34,No,11,Male,Married,BT003,E003,EF0924,D001,JR017,E0924,A0924
1291,35,No,6,Male,Married,BT002,E001,EF0925,D002,JR002,E0925,A0925
1292,42,No,7,Female,Married,BT002,E004,EF0926,D002,JR011,E0926,A0926
1293,43,No,4,Female,Single,BT002,E004,EF0927,D003,JR019,E0927,A0927
1294,36,No,2,Female,Single,BT002,E004,EF0928,D002,JR013,E0928,A0928
1295,44,Yes,15,Female,Married,BT002,E003,EF0929,D002,JR023,E0929,A0929
1296,28,No,2,Male,Married,BT003,E003,EF0930,D002,JR003,E0930,A0930
1297,51,No,6,Female,Single,BT003,E002,EF0931,D002,JR003,E0931,A0931
1298,30,No,9,Female,Single,BT001,E002,EF0932,D002,JR013,E0932,A0932
1299,29,Yes,7,Female,Divorced,BT002,E003,EF0933,D002,JR003,E0933,A0933
1301,28,No,1,Male,Single,BT002,E003,EF0934,D002,JR002,E0934,A0934
1303,25,No,1,Female,Single,BT002,E003,EF0935,D002,JR002,E0935,A0935
1304,32,No,8,Male,Married,BT002,E003,EF0936,D003,JR010,E0936,A0936
1306,45,No,25,Female,Single,BT003,E003,EF0937,D002,JR042,E0937,A0937
1307,39,No,13,Female,Divorced,BT002,E004,EF0938,D002,JR033,E0938,A0938
1308,58,No,23,Male,Divorced,BT002,E004,EF0939,D002,JR002,E0939,A0939
1309,32,Yes,7,Male,Married,BT002,E002,EF0940,D002,JR012,E0940,A0940
1310,39,Yes,23,Male,Single,BT002,E003,EF0941,D002,JR002,E0941,A0941
1311,30,No,6,Female,Married,BT002,E003,EF0942,D002,JR012,E0942,A0942
1312,36,No,10,Female,Married,BT002,E004,EF0943,D002,JR023,E0943,A0943
1314,46,No,1,Female,Single,BT002,E002,EF0944,D001,JR008,E0944,A0944
1315,28,No,1,Female,Married,BT001,E003,EF0945,D002,JR012,E0945,A0945
1317,50,No,28,Female,Married,BT002,E003,EF0946,D002,JR036,E0946,A0946
1318,40,Yes,25,Male,Single,BT002,E004,EF0947,D003,JR019,E0947,A0947
1319,52,Yes,5,Male,Single,BT002,E003,EF0948,D003,JR019,E0948,A0948
1321,30,No,17,Female,Married,BT002,E004,EF0949,D002,JR024,E0949,A0949
1322,39,No,18,Male,Single,BT002,E002,EF0950,D002,JR013,E0950,A0950
1324,31,No,2,Female,Divorced,BT001,E004,EF0951,D003,JR019,E0951,A0951
1329,41,No,10,Male,Single,BT001,E002,EF0952,D003,JR010,E0952,A0952
1331,31,Yes,1,Female,Single,BT003,E003,EF0953,D003,JR007,E0953,A0953
1333,44,Yes,3,Male,Married,BT002,E003,EF0954,D002,JR003,E0954,A0954
1334,42,No,2,Male,Married,BT001,E001,EF0955,D002,JR033,E0955,A0955
1336,55,No,2,Female,Married,BT002,E002,EF0956,D002,JR042,E0956,A0956
1338,56,No,8,Male,Single,BT002,E004,EF0957,D001,JR042,E0957,A0957
1340,40,No,16,Male,Divorced,BT001,E002,EF0958,D002,JR002,E0958,A0958
1344,34,No,9,Male,Divorced,BT002,E003,EF0959,D002,JR023,E0959,A0959
1346,40,No,2,Male,Single,BT002,E003,EF0960,D002,JR011,E0960,A0960
1349,41,No,1,Female,Divorced,BT003,E003,EF0961,D003,JR010,E0961,A0961
1350,35,No,4,Male,Single,BT003,E004,EF0962,D002,JR011,E0962,A0962
1352,51,No,5,Male,Divorced,BT002,E003,EF0963,D001,JR033,E0963,A0963
1355,38,No,2,Female,Divorced,BT002,E002,EF0964,D003,JR010,E0964,A0964
1356,34,No,15,Female,Single,BT002,E002,EF0965,D003,JR010,E0965,A0965
1358,25,No,19,Male,Married,BT002,E001,EF0966,D002,JR003,E0966,A0966
1360,58,Yes,7,Female,Married,BT002,E004,EF0967,D002,JR022,E0967,A0967
1361,40,No,1,Male,Married,BT002,E004,EF0968,D002,JR003,E0968,A0968
1362,36,No,7,Female,Married,BT003,E003,EF0969,D003,JR010,E0969,A0969
1363,48,No,4,Male,Single,BT002,E003,EF0970,D002,JR022,E0970,A0970
1364,27,No,11,Female,Married,BT002,E003,EF0971,D003,JR007,E0971,A0971
1367,51,No,11,Female,Single,BT002,E002,EF0972,D002,JR031,E0972,A0972
1368,18,No,1,Female,Single,BT001,E003,EF0973,D002,JR003,E0973,A0973
1369,35,No,1,Female,Married,BT002,E003,EF0974,D002,JR012,E0974,A0974
1371,27,No,2,Male,Single,BT003,E001,EF0975,D003,JR010,E0975,A0975
1372,55,Yes,13,Male,Single,BT002,E004,EF0976,D003,JR028,E0976,A0976
1373,56,No,23,Male,Married,BT002,E003,EF0977,D002,JR031,E0977,A0977
1374,34,No,26,Female,Divorced,BT001,E001,EF0978,D002,JR002,E0978,A0978
1375,40,No,2,Female,Divorced,BT002,E001,EF0979,D002,JR014,E0979,A0979
1377,34,No,29,Male,Married,BT002,E003,EF0980,D002,JR012,E0980,A0980
1379,31,Yes,2,Female,Single,BT003,E003,EF0981,D003,JR007,E0981,A0981
1380,35,Yes,18,Female,Married,BT003,E004,EF0982,D003,JR010,E0982,A0982
1382,38,No,7,Male,Divorced,BT003,E003,EF0983,D002,JR002,E0983,A0983
1383,34,No,2,Female,Single,BT002,E004,EF0984,D002,JR014,E0984,A0984
1387,28,No,26,Male,Married,BT002,E003,EF0985,D003,JR010,E0985,A0985
1389,31,Yes,22,Male,Married,BT002,E004,EF0986,D002,JR013,E0986,A0986
1390,39,No,21,Male,Married,BT002,E004,EF0987,D003,JR010,E0987,A0987
1391,51,No,2,Male,Married,BT003,E003,EF0988,D003,JR019,E0988,A0988
